기업명,인증연도,리콜종류,품목
쁘띠마몽,2020,명령에따른리콜,완구
성은테크,2020,명령에따른리콜,일반조명기구
씨티오,2020,명령에따른리콜,직류전원장치
씨티오,2020,명령에따른리콜,안정기 및 램프제어장치
라루체,2020,명령에따른리콜,안정기 및 램프제어장치
제이킨,2020,명령에따른리콜,실내용바닥재
루체테,2020,명령에따른리콜,안정기 및 램프제어장치
다이조아,2020,명령에따른리콜,안정기 및 램프제어장치
스페셜라이즈드코리아 (유),2020,명령에따른리콜,이륜자전거
이엠케이트레이딩코퍼레이션,2020,명령에따른리콜,교류전원을 사용하는 전동기기
모모스,2020,명령에따른리콜,직류전원장치
케이엘테크,2020,명령에따른리콜,직류전원장치
서프라이즈월드,2020,명령에따른리콜,직류전원장치
엘이디헤븐,2020,명령에따른리콜,안정기 및 램프제어장치
레드일렉트릭,2020,명령에따른리콜,안정기 및 램프제어장치
SG싸인텍,2020,명령에따른리콜,안정기 및 램프제어장치
아이엔에스 엔터프라이즈,2020,명령에따른리콜,주방용전열기구
이푸른인터내셔널,2020,명령에따른리콜,주방용전열기구
에어로코리아,2020,명령에따른리콜,주방용전열기구
PRG코리아,2020,명령에따른리콜,주방용전열기구
유니맥스이엔엘,2020,명령에따른리콜,주방용전열기구
홍진테크,2020,명령에따른리콜,전열기구
SG싸인텍,2020,명령에따른리콜,일반조명기구
비스코엘이디조명,2020,명령에따른리콜,일반조명기구
아이티스퀘어,2020,명령에따른리콜,일반조명기구
한승,2020,명령에따른리콜,일반조명기구
엔도젠,2020,명령에따른리콜,고령자용보행차
런스카이,2020,명령에따른리콜,롤러스포츠보호장구
잼버스코리아,2020,명령에따른리콜,어린이용 스포츠 보호용품
보아스린,2020,명령에따른리콜,완구
(제품)두드림M&B (인증)한강제이케이시,2020,명령에따른리콜,완구
명인랜드,2020,명령에따른리콜,완구
아이앤나무,2020,명령에따른리콜,유아용 캐리어
아이알,2020,명령에따른리콜,유아용 캐리어
다시스,2020,명령에따른리콜,유아용 캐리어
조이파트너스,2020,명령에따른리콜,유아용 삼륜차
에이케이,2020,명령에따른리콜,유모차
엠버,2020,명령에따른리콜,유모차
디스,2020,명령에따른리콜,어린이용 킥보드
에이케이,2020,명령에따른리콜,어린이용 자전거
지오닉스스포츠,2020,명령에따른리콜,어린이용 자전거
킹카스포츠,2020,명령에따른리콜,어린이용 인라인 롤러스케이트
JOGKOREA,2020,명령에따른리콜,어린이용 스케이트보드
베베마루,2020,명령에따른리콜,어린이용 바퀴달린 운동화
베쏭쥬쥬,2020,명령에따른리콜,어린이용 바퀴달린 운동화
롤링스타,2020,명령에따른리콜,어린이용 롤러스케이트
동명,2020,명령에따른리콜,완구
오브맘코리아컴퍼니,2020,명령에따른리콜,완구
행도씨,2020,명령에따른리콜,어린이용 장신구
베이비블리,2020,명령에따른리콜,어린이용 장신구
피노키오,2020,명령에따른리콜,어린이용 장신구
한샘,2020,자발적리콜,가구(씽크대)
구니카,2020,자발적리콜,미니쇼핑카트
아올로,2020,명령에따른리콜,방한대 (아동용 섬유제품)
더로프,2020,명령에따른리콜,방한대 (아동용 섬유제품)
스토케코리아 유한회사,2020,자발적리콜,Stokke iZI Go X1 by Besafe
이지케이,2020,명령에따른리콜,전동킥보드
라이트닝굿,2020,명령에따른리콜,휴대용레이저용품
에이유테크,2020,명령에따른리콜,전동킥보드
노바무역,2020,명령에따른리콜,학용품(연필류)
대성상사,2020,명령에따른리콜,학용품(연필류)
주영상사,2020,명령에따른리콜,학용품(마킹펜류)
베베니즈,2020,명령에따른리콜,유아용섬유제품(외의류)
퍼스트어패럴,2020,명령에따른리콜,어린이용가죽제품(중의류)
리틀스텔라,2020,명령에따른리콜,아동용섬유제품(중의류)
POPCORN F&T,2020,명령에따른리콜,기타어린이제품(줄넘기)
진우코리아,2020,명령에따른리콜,학용품(필통)
예현,2020,명령에따른리콜,학용품(필통)
스튜디오8,2020,명령에따른리콜,학용품(필통)
인효교재악기,2020,명령에따른리콜,학용품(악기류)
엘리스뮤직,2020,명령에따른리콜,학용품(악기류)
명창악기,2020,명령에따른리콜,학용품(악기류)
에스투이 인터내셔널,2020,명령에따른리콜,아동용섬유제품(신발류)
메이드파파,2020,명령에따른리콜,아동용섬유제품(신발류)
파스텔세상,2020,명령에따른리콜,아동용섬유제품(신발류)
호호코리아,2020,명령에따른리콜,아동용섬유제품(신발류)
케이티무역,2020,명령에따른리콜,아동용섬유제품(신발류)
J.C 물산,2020,명령에따른리콜,아동용섬유제품(가방류)
"VICF Co., Ltd.",2020,명령에따른리콜,아동용섬유제품(가방류)
쁘띠엘린,2020,명령에따른리콜,아동용섬유제품(가방류)
보니앤코,2020,명령에따른리콜,아동용섬유제품(가방류)
유니프린,2020,명령에따른리콜,아동용섬유제품(가방류)
포커스 글로벌,2020,명령에따른리콜,아동용섬유제품(가방류)
에스에스플래닛,2020,명령에따른리콜,아동용섬유제품(가방류)
피앤디,2020,명령에따른리콜,아동용섬유제품(가방류)
블레싱포유,2020,명령에따른리콜,아동용섬유제품(가방류)
베쏭쥬쥬,2020,명령에따른리콜,아동용섬유제품(가방류)
거화아이엔씨,2020,명령에따른리콜,아동용섬유제품(가방류)
한국엡손,2020,자발적리콜,AC Adapter
지티지엔터프라이즈,2020,명령에따른리콜,롤러스포츠 보호장구
레보스타,2020,명령에따른리콜,롤러스포츠 보호장구
수생토이즈,2020,명령에따른리콜,완구(승용완구)
태성상사,2020,명령에따른리콜,완구(승용완구)
원테크,2020,명령에따른리콜,전기매트
프로텍메디칼,2020,명령에따른리콜,전기찜질기
한일,2020,명령에따른리콜,전기장판
대상의료기,2020,명령에따른리콜,전기매트
동부이지텍,2020,명령에따른리콜,전기요
대호플러스,2020,명령에따른리콜,전기요
산바다스포츠,2019,자발적리콜,CAAD X
포스아트,2019,명령에따른리콜,실내용바닥재
놀이과학사,2019,명령에따른리콜,개구리알(완구)
올품스토어,2019,명령에따른리콜,개구리알(완구)
리드원코스메틱,2019,명령에따른리콜,개구리알(완구)
로로샵,2019,명령에따른리콜,개구리알(완구)
쓰리제이알,2019,명령에따른리콜,직류전원장치
마켓비,2019,명령에따른리콜,가구(762 mm이상 가정용 서랍장)
파란들,2019,명령에따른리콜,가구[높이 762 mm 이상 가정용 서랍장]
모르포,2019,명령에따른리콜,실내용바닥재
루젠,2019,명령에따른리콜,실내용바닥재
에이치앤씨,2019,명령에따른리콜,기름난로
홍진테크,2019,명령에따른리콜,기름난로
블루초이스,2019,명령에따른리콜,온열팩
아이리스코리아,2019,명령에따른리콜,온열팩
한스전자,2019,명령에따른리콜,고령자용보행차(롤레이터)
엠엔지이,2019,명령에따른리콜,휴대용레이저용품
그린전산,2019,명령에따른리콜,휴대용레이저용품
레저피아,2019,명령에따른리콜,가스라이터
한불산업,2019,명령에따른리콜,가스라이터
아림전기,2019,명령에따른리콜,가스라이터
디앤씨전지,2019,명령에따른리콜,가스라이터
에스아이조명,2019,명령에따른리콜,체인형 등기구
샛별하우스,2019,명령에따른리콜,백열등기구
세영,2019,명령에따른리콜,발욕조
우공사,2019,명령에따른리콜,발욕조
엘이디라이테크,2019,명령에따른리콜,조명기구용컨버터
인테크라이팅,2019,명령에따른리콜,형광등기구
쓰리씨라이팅인더스,2019,명령에따른리콜,LED등기구
수호조명,2019,명령에따른리콜,LED등기구
조일기전,2019,명령에따른리콜,직류전원장치
디자인,2019,명령에따른리콜,직류전원장치
포벨(FOBEL),2019,명령에따른리콜,직류전원장치
요이치,2019,명령에따른리콜,직류전원장치
신유일전자,2019,명령에따른리콜,전기장판
대호플러스,2019,명령에따른리콜,전기장판
삼원에스파,2019,명령에따른리콜,전기방석
우진테크,2019,명령에따른리콜,전기방석
한일생활과학,2019,명령에따른리콜,전기방석
한일전기매트,2019,명령에따른리콜,전기방석
한일의료기,2019,명령에따른리콜,전기방석
우진의료기,2019,명령에따른리콜,전기방석
한일온돌과학,2019,명령에따른리콜,전기방석
우진테크,2019,명령에따른리콜,전기방석
한일의료기,2019,명령에따른리콜,전기매트
우진의료기,2019,명령에따른리콜,전기매트
(유)한일온열기,2019,명령에따른리콜,전기매트
한미홈케어,2019,명령에따른리콜,전기매트
한일온돌과학,2019,명령에따른리콜,전기매트
신우,2019,명령에따른리콜,전기요
삼원에스파,2019,명령에따른리콜,전기요
삼원에스파,2019,명령에따른리콜,전기요
진흥전자,2019,명령에따른리콜,전기요
엠디 프라임,2019,명령에따른리콜,전기찜질기
한국천기권의료기,2019,명령에따른리콜,전기찜질기
한일의료기,2019,명령에따른리콜,전기찜질기
케이씨원,2019,명령에따른리콜,개구리알(완구)
소프트룸,2019,명령에따른리콜,개구리알(완구)
은혜사,2019,명령에따른리콜,개구리알(완구)
쥬쥬환타지,2019,명령에따른리콜,개구리알(완구)
제이콘텐츠,2019,명령에따른리콜,개구리알(완구)
제이제이몰,2019,명령에따른리콜,개구리알(완구)
큰숲,2019,명령에따른리콜,개구리알(완구)
오렌지몰s,2019,명령에따른리콜,개구리알(완구)
제제뉴,2019,명령에따른리콜,미술공예완구(완구)
와니월드,2019,명령에따른리콜,모형완구(완구)
쁘띠코코,2019,명령에따른리콜,어린이용 장신구
세비아,2019,명령에따른리콜,어린이용 장신구
아이소바,2019,명령에따른리콜,줄넘기(기타 어린이제품)
YES DESIGN,2019,명령에따른리콜,학용품
더네이쳐홀딩스,2019,명령에따른리콜,외의류(아동용 섬유제품)
이랜드리테일,2019,명령에따른리콜,외의류(아동용 섬유제품)
베이비엔젤,2019,명령에따른리콜,신발(어린이용 가죽제품)
보광무역/아가방 앤 컴퍼니,2019,명령에따른리콜,외의류(유아용 섬유제품)
보드레침대,2019,명령에따른리콜,어린이용 이단침대
프라비다,2019,명령에따른리콜,어린이용 장신구
블랙야크,2019,명령에따른리콜,외의류(아동용 섬유제품)
블랙야크,2019,명령에따른리콜,외의류(아동용 섬유제품)
퍼스트어패럴,2019,명령에따른리콜,외의류(아동용 섬유제품)
휠라코리아,2019,명령에따른리콜,외의류(아동용 섬유제품)
아가방앤컴퍼니,2019,명령에따른리콜,외의류(유아용 섬유제품)
디에스피,2019,명령에따른리콜,의자(어린이용 가구)
디에스피,2019,명령에따른리콜,의자(어린이용 가구)
에보니아,2019,명령에따른리콜,어린이용 이단침대
가구타운,2019,명령에따른리콜,어린이용 이단침대
아이코닉스,2019,명령에따른리콜,역할놀이(완구)
에이비씨프로덕트,2019,명령에따른리콜,자동차용 어린이 보호장치
파스텔세상,2019,명령에따른리콜,외의류(아동용 섬유제품)
경북,2019,명령에따른리콜,외의류(아동용 섬유제품)
하이솔로몬,2019,명령에따른리콜,의자(어린이용 가구)
미지코퍼레이션,2019,명령에따른리콜,가방(어린이용 가죽제품)
제이에스티나,2019,명령에따른리콜,가방(어린이용 가죽제품)
도트엔도트,2019,명령에따른리콜,가방(어린이용 가죽제품)
앙뜨제이,2019,명령에따른리콜,신발(어린이용 가죽제품)
승지엠,2019,명령에따른리콜,가방류(유아용 섬유제품)
신아인터네셔날,2019,명령에따른리콜,외의류(아동용 섬유제품)
제이씨물산,2019,명령에따른리콜,외의류(아동용 섬유제품)
파스텔세상,2019,명령에따른리콜,신발(아동용 섬유제품)
토박스코리아,2019,명령에따른리콜,신발(어린이용 가죽제품)
미니토,2019,명령에따른리콜,모형완구(완구)
스텝케어,2019,명령에따른리콜,가방류(아동용 섬유제품)
퍼스트어패럴,2019,명령에따른리콜,외의류(아동용 섬유제품)
유성모자,2019,명령에따른리콜,모자류(아동용 섬유제품)
메종드 제이에스,2019,명령에따른리콜,외의류(아동용 섬유제품)
하이프스,2019,명령에따른리콜,외의류(아동용 섬유제품)
